repo,workflow,risk_type,priority,evidence,recommendation
jcode,.github/workflows/windows-smoke.yml,unpinned_action,P1,Accion no fijada por SHA: mozilla-actions/sccache-action@v0.0.7.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
jcode,.github/workflows/windows-smoke.yml,unpinned_action,P1,Accion no fijada por SHA: Swatinem/rust-cache@v2.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
maigret,.github/workflows/build-docker-image.yml,secrets_in_workflow,P1,El workflow referencia secrets.*.,Separar workflows con secretos de validaciones de PR y usar environments protegidos.
maigret,.github/workflows/build-docker-image.yml,unpinned_action,P1,Accion no fijada por SHA: docker/setup-qemu-action@v3.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
maigret,.github/workflows/build-docker-image.yml,unpinned_action,P1,Accion no fijada por SHA: docker/setup-buildx-action@v3.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
maigret,.github/workflows/build-docker-image.yml,unpinned_action,P1,Accion no fijada por SHA: docker/login-action@v3.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
maigret,.github/workflows/build-docker-image.yml,unpinned_action,P1,Accion no fijada por SHA: docker/metadata-action@v5.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
maigret,.github/workflows/build-docker-image.yml,unpinned_action,P1,Accion no fijada por SHA: docker/metadata-action@v5.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
maigret,.github/workflows/build-docker-image.yml,unpinned_action,P1,Accion no fijada por SHA: docker/build-push-action@v6.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
maigret,.github/workflows/build-docker-image.yml,unpinned_action,P1,Accion no fijada por SHA: docker/build-push-action@v6.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
maigret,.github/workflows/codeql-analysis.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v2.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
maigret,.github/workflows/codeql-analysis.yml,unpinned_action,P1,Accion no fijada por SHA: github/codeql-action/init@v1.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
maigret,.github/workflows/codeql-analysis.yml,unpinned_action,P1,Accion no fijada por SHA: github/codeql-action/autobuild@v1.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
maigret,.github/workflows/codeql-analysis.yml,unpinned_action,P1,Accion no fijada por SHA: github/codeql-action/analyze@v1.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
maigret,.github/workflows/pyinstaller.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
maigret,.github/workflows/pyinstaller.yml,unpinned_action,P1,Accion no fijada por SHA: JackMcKew/pyinstaller-action-windows@main.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
maigret,.github/workflows/pyinstaller.yml,unpinned_action,P2,Accion no fijada por SHA: actions/upload-artifact@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
maigret,.github/workflows/pyinstaller.yml,unpinned_action,P2,Accion no fijada por SHA: actions/download-artifact@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
maigret,.github/workflows/pyinstaller.yml,unpinned_action,P1,Accion no fijada por SHA: ncipollo/release-action@v1.14.0.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
maigret,.github/workflows/python-package.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
maigret,.github/workflows/python-package.yml,unpinned_action,P2,Accion no fijada por SHA: actions/setup-python@v5.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
maigret,.github/workflows/python-package.yml,unpinned_action,P2,Accion no fijada por SHA: actions/upload-artifact@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
maigret,.github/workflows/python-publish.yml,write_permission,P0,El workflow declara id-token: write.,Justificar el permiso y limitarlo al job que lo necesita.
maigret,.github/workflows/python-publish.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
maigret,.github/workflows/python-publish.yml,unpinned_action,P2,Accion no fijada por SHA: actions/setup-python@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
maigret,.github/workflows/python-publish.yml,unpinned_action,P1,Accion no fijada por SHA: pypa/gh-action-pypi-publish@release/v1.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
maigret,.github/workflows/update-site-data.yml,secrets_in_workflow,P1,El workflow referencia secrets.*.,Separar workflows con secretos de validaciones de PR y usar environments protegidos.
maigret,.github/workflows/update-site-data.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
maigret,.github/workflows/update-site-data.yml,unpinned_action,P1,Accion no fijada por SHA: peter-evans/create-pull-request@v7.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/dependency-check.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/dependency-check.yml,unpinned_action,P2,Accion no fijada por SHA: actions/setup-node@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/dependency-check.yml,unpinned_action,P2,Accion no fijada por SHA: actions/upload-artifact@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/docker-build-fast.yml,secrets_in_workflow,P1,El workflow referencia secrets.*.,Separar workflows con secretos de validaciones de PR y usar environments protegidos.
n8n-mcp,.github/workflows/docker-build-fast.yml,write_permission,P1,El workflow declara packages: write.,Justificar el permiso y limitarlo al job que lo necesita.
n8n-mcp,.github/workflows/docker-build-fast.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/docker-build-fast.yml,unpinned_action,P1,Accion no fijada por SHA: docker/login-action@v3.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/docker-build-fast.yml,unpinned_action,P1,Accion no fijada por SHA: docker/setup-buildx-action@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/docker-build-fast.yml,unpinned_action,P1,Accion no fijada por SHA: docker/login-action@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/docker-build-fast.yml,unpinned_action,P1,Accion no fijada por SHA: docker/metadata-action@v6.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/docker-build-fast.yml,unpinned_action,P1,Accion no fijada por SHA: docker/build-push-action@v7.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/docker-build-n8n.yml,secrets_in_workflow,P1,El workflow referencia secrets.*.,Separar workflows con secretos de validaciones de PR y usar environments protegidos.
n8n-mcp,.github/workflows/docker-build-n8n.yml,write_permission,P1,El workflow declara contents: write.,Justificar el permiso y limitarlo al job que lo necesita.
n8n-mcp,.github/workflows/docker-build-n8n.yml,write_permission,P1,El workflow declara packages: write.,Justificar el permiso y limitarlo al job que lo necesita.
n8n-mcp,.github/workflows/docker-build-n8n.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/docker-build-n8n.yml,unpinned_action,P1,Accion no fijada por SHA: docker/setup-qemu-action@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/docker-build-n8n.yml,unpinned_action,P1,Accion no fijada por SHA: docker/login-action@v3.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/docker-build-n8n.yml,unpinned_action,P1,Accion no fijada por SHA: docker/setup-buildx-action@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/docker-build-n8n.yml,unpinned_action,P1,Accion no fijada por SHA: docker/login-action@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/docker-build-n8n.yml,unpinned_action,P1,Accion no fijada por SHA: docker/metadata-action@v6.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/docker-build-n8n.yml,unpinned_action,P1,Accion no fijada por SHA: docker/build-push-action@v7.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/docker-build-n8n.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/docker-build-n8n.yml,unpinned_action,P1,Accion no fijada por SHA: docker/login-action@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/docker-build-n8n.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/docker-build-n8n.yml,unpinned_action,P1,Accion no fijada por SHA: softprops/action-gh-release@v2.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/docker-build.yml,secrets_in_workflow,P1,El workflow referencia secrets.*.,Separar workflows con secretos de validaciones de PR y usar environments protegidos.
n8n-mcp,.github/workflows/docker-build.yml,write_permission,P1,El workflow declara packages: write.,Justificar el permiso y limitarlo al job que lo necesita.
n8n-mcp,.github/workflows/docker-build.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/docker-build.yml,unpinned_action,P1,Accion no fijada por SHA: docker/login-action@v3.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/docker-build.yml,unpinned_action,P1,Accion no fijada por SHA: docker/setup-qemu-action@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/docker-build.yml,unpinned_action,P1,Accion no fijada por SHA: docker/setup-buildx-action@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/docker-build.yml,unpinned_action,P1,Accion no fijada por SHA: docker/login-action@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/docker-build.yml,unpinned_action,P1,Accion no fijada por SHA: docker/metadata-action@v6.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/docker-build.yml,unpinned_action,P1,Accion no fijada por SHA: docker/build-push-action@v7.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/docker-build.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/docker-build.yml,unpinned_action,P1,Accion no fijada por SHA: docker/login-action@v3.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/docker-build.yml,unpinned_action,P1,Accion no fijada por SHA: docker/setup-qemu-action@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/docker-build.yml,unpinned_action,P1,Accion no fijada por SHA: docker/setup-buildx-action@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/docker-build.yml,unpinned_action,P1,Accion no fijada por SHA: docker/login-action@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/docker-build.yml,unpinned_action,P1,Accion no fijada por SHA: docker/metadata-action@v6.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/docker-build.yml,unpinned_action,P1,Accion no fijada por SHA: docker/build-push-action@v7.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/issue-triage.lock.yml,secrets_in_workflow,P1,El workflow referencia secrets.*.,Separar workflows con secretos de validaciones de PR y usar environments protegidos.
n8n-mcp,.github/workflows/issue-triage.lock.yml,write_permission,P1,El workflow declara pull-requests: write.,Justificar el permiso y limitarlo al job que lo necesita.
n8n-mcp,.github/workflows/issue-triage.lock.yml,write_permission,P1,El workflow declara issues: write.,Justificar el permiso y limitarlo al job que lo necesita.
n8n-mcp,.github/workflows/release.yml,secrets_in_workflow,P1,El workflow referencia secrets.*.,Separar workflows con secretos de validaciones de PR y usar environments protegidos.
n8n-mcp,.github/workflows/release.yml,write_permission,P1,El workflow declara contents: write.,Justificar el permiso y limitarlo al job que lo necesita.
n8n-mcp,.github/workflows/release.yml,write_permission,P1,El workflow declara pull-requests: write.,Justificar el permiso y limitarlo al job que lo necesita.
n8n-mcp,.github/workflows/release.yml,write_permission,P1,El workflow declara issues: write.,Justificar el permiso y limitarlo al job que lo necesita.
n8n-mcp,.github/workflows/release.yml,write_permission,P1,El workflow declara packages: write.,Justificar el permiso y limitarlo al job que lo necesita.
n8n-mcp,.github/workflows/release.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/release.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/release.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/release.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/release.yml,unpinned_action,P2,Accion no fijada por SHA: actions/setup-node@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/release.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/release.yml,unpinned_action,P2,Accion no fijada por SHA: actions/setup-node@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/release.yml,unpinned_action,P1,Accion no fijada por SHA: nick-invision/retry@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/release.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/release.yml,unpinned_action,P1,Accion no fijada por SHA: docker/login-action@v3.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/release.yml,unpinned_action,P1,Accion no fijada por SHA: docker/setup-qemu-action@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/release.yml,unpinned_action,P1,Accion no fijada por SHA: docker/setup-buildx-action@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/release.yml,unpinned_action,P1,Accion no fijada por SHA: docker/login-action@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/release.yml,unpinned_action,P1,Accion no fijada por SHA: docker/metadata-action@v6.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/release.yml,unpinned_action,P1,Accion no fijada por SHA: docker/build-push-action@v7.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/release.yml,unpinned_action,P1,Accion no fijada por SHA: docker/metadata-action@v6.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/release.yml,unpinned_action,P1,Accion no fijada por SHA: docker/build-push-action@v7.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/release.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/release.yml,unpinned_action,P2,Accion no fijada por SHA: actions/setup-node@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/secret-scan.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/secret-scan.yml,unpinned_action,P2,Accion no fijada por SHA: actions/setup-node@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/test.yml,secrets_in_workflow,P1,El workflow referencia secrets.*.,Separar workflows con secretos de validaciones de PR y usar environments protegidos.
n8n-mcp,.github/workflows/test.yml,write_permission,P1,El workflow declara pull-requests: write.,Justificar el permiso y limitarlo al job que lo necesita.
n8n-mcp,.github/workflows/test.yml,write_permission,P1,El workflow declara issues: write.,Justificar el permiso y limitarlo al job que lo necesita.
n8n-mcp,.github/workflows/test.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/test.yml,unpinned_action,P2,Accion no fijada por SHA: actions/setup-node@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/test.yml,unpinned_action,P2,Accion no fijada por SHA: actions/upload-artifact@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/test.yml,unpinned_action,P2,Accion no fijada por SHA: actions/upload-artifact@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/test.yml,unpinned_action,P1,Accion no fijada por SHA: codecov/codecov-action@v5.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/test.yml,unpinned_action,P2,Accion no fijada por SHA: actions/github-script@v7.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/test.yml,unpinned_action,P2,Accion no fijada por SHA: actions/upload-artifact@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/test.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/test.yml,unpinned_action,P2,Accion no fijada por SHA: actions/download-artifact@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
n8n-mcp,.github/workflows/test.yml,unpinned_action,P1,Accion no fijada por SHA: dorny/test-reporter@v3.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/beta.yml,secrets_in_workflow,P1,El workflow referencia secrets.*.,Separar workflows con secretos de validaciones de PR y usar environments protegidos.
opencode,.github/workflows/beta.yml,write_permission,P1,El workflow declara contents: write.,Justificar el permiso y limitarlo al job que lo necesita.
opencode,.github/workflows/beta.yml,write_permission,P1,El workflow declara pull-requests: write.,Justificar el permiso y limitarlo al job que lo necesita.
opencode,.github/workflows/beta.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/beta.yml,action_without_ref,P2,Accion sin referencia explicita: ./.github/actions/setup-bun.,Fijar la accion por SHA completo.
opencode,.github/workflows/beta.yml,action_without_ref,P2,Accion sin referencia explicita: ./.github/actions/setup-git-committer.,Fijar la accion por SHA completo.
opencode,.github/workflows/close-issues.yml,write_permission,P1,El workflow declara issues: write.,Justificar el permiso y limitarlo al job que lo necesita.
opencode,.github/workflows/close-issues.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/close-issues.yml,unpinned_action,P1,Accion no fijada por SHA: oven-sh/setup-bun@v2.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/close-stale-prs.yml,secrets_in_workflow,P1,El workflow referencia secrets.*.,Separar workflows con secretos de validaciones de PR y usar environments protegidos.
opencode,.github/workflows/close-stale-prs.yml,write_permission,P1,El workflow declara pull-requests: write.,Justificar el permiso y limitarlo al job que lo necesita.
opencode,.github/workflows/close-stale-prs.yml,write_permission,P1,El workflow declara issues: write.,Justificar el permiso y limitarlo al job que lo necesita.
opencode,.github/workflows/close-stale-prs.yml,unpinned_action,P2,Accion no fijada por SHA: actions/github-script@v8.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/compliance-close.yml,write_permission,P1,El workflow declara pull-requests: write.,Justificar el permiso y limitarlo al job que lo necesita.
opencode,.github/workflows/compliance-close.yml,write_permission,P1,El workflow declara issues: write.,Justificar el permiso y limitarlo al job que lo necesita.
opencode,.github/workflows/compliance-close.yml,unpinned_action,P2,Accion no fijada por SHA: actions/github-script@v7.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/containers.yml,secrets_in_workflow,P1,El workflow referencia secrets.*.,Separar workflows con secretos de validaciones de PR y usar environments protegidos.
opencode,.github/workflows/containers.yml,write_permission,P1,El workflow declara packages: write.,Justificar el permiso y limitarlo al job que lo necesita.
opencode,.github/workflows/containers.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/containers.yml,action_without_ref,P2,Accion sin referencia explicita: ./.github/actions/setup-bun.,Fijar la accion por SHA completo.
opencode,.github/workflows/containers.yml,unpinned_action,P1,Accion no fijada por SHA: docker/setup-qemu-action@v3.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/containers.yml,unpinned_action,P1,Accion no fijada por SHA: docker/setup-buildx-action@v3.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/containers.yml,unpinned_action,P1,Accion no fijada por SHA: docker/login-action@v3.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/deploy.yml,secrets_in_workflow,P1,El workflow referencia secrets.*.,Separar workflows con secretos de validaciones de PR y usar environments protegidos.
opencode,.github/workflows/deploy.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v3.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/deploy.yml,action_without_ref,P2,Accion sin referencia explicita: ./.github/actions/setup-bun.,Fijar la accion por SHA completo.
opencode,.github/workflows/deploy.yml,unpinned_action,P2,Accion no fijada por SHA: actions/setup-node@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/docs-locale-sync.yml,secrets_in_workflow,P1,El workflow referencia secrets.*.,Separar workflows con secretos de validaciones de PR y usar environments protegidos.
opencode,.github/workflows/docs-locale-sync.yml,write_permission,P1,El workflow declara contents: write.,Justificar el permiso y limitarlo al job que lo necesita.
opencode,.github/workflows/docs-locale-sync.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/docs-locale-sync.yml,action_without_ref,P2,Accion sin referencia explicita: ./.github/actions/setup-bun.,Fijar la accion por SHA completo.
opencode,.github/workflows/docs-locale-sync.yml,action_without_ref,P2,Accion sin referencia explicita: ./.github/actions/setup-git-committer.,Fijar la accion por SHA completo.
opencode,.github/workflows/docs-update.yml,secrets_in_workflow,P1,El workflow referencia secrets.*.,Separar workflows con secretos de validaciones de PR y usar environments protegidos.
opencode,.github/workflows/docs-update.yml,write_permission,P1,El workflow declara contents: write.,Justificar el permiso y limitarlo al job que lo necesita.
opencode,.github/workflows/docs-update.yml,write_permission,P1,El workflow declara pull-requests: write.,Justificar el permiso y limitarlo al job que lo necesita.
opencode,.github/workflows/docs-update.yml,write_permission,P0,El workflow declara id-token: write.,Justificar el permiso y limitarlo al job que lo necesita.
opencode,.github/workflows/docs-update.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/docs-update.yml,action_without_ref,P2,Accion sin referencia explicita: ./.github/actions/setup-bun.,Fijar la accion por SHA completo.
opencode,.github/workflows/docs-update.yml,unpinned_action,P1,Accion no fijada por SHA: sst/opencode/github@latest.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/duplicate-issues.yml,secrets_in_workflow,P1,El workflow referencia secrets.*.,Separar workflows con secretos de validaciones de PR y usar environments protegidos.
opencode,.github/workflows/duplicate-issues.yml,write_permission,P1,El workflow declara issues: write.,Justificar el permiso y limitarlo al job que lo necesita.
opencode,.github/workflows/duplicate-issues.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/duplicate-issues.yml,action_without_ref,P2,Accion sin referencia explicita: ./.github/actions/setup-bun.,Fijar la accion por SHA completo.
opencode,.github/workflows/duplicate-issues.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/duplicate-issues.yml,action_without_ref,P2,Accion sin referencia explicita: ./.github/actions/setup-bun.,Fijar la accion por SHA completo.
opencode,.github/workflows/generate.yml,secrets_in_workflow,P1,El workflow referencia secrets.*.,Separar workflows con secretos de validaciones de PR y usar environments protegidos.
opencode,.github/workflows/generate.yml,write_permission,P1,El workflow declara contents: write.,Justificar el permiso y limitarlo al job que lo necesita.
opencode,.github/workflows/generate.yml,write_permission,P1,El workflow declara pull-requests: write.,Justificar el permiso y limitarlo al job que lo necesita.
opencode,.github/workflows/generate.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/generate.yml,action_without_ref,P2,Accion sin referencia explicita: ./.github/actions/setup-bun.,Fijar la accion por SHA completo.
opencode,.github/workflows/generate.yml,action_without_ref,P2,Accion sin referencia explicita: ./.github/actions/setup-git-committer.,Fijar la accion por SHA completo.
opencode,.github/workflows/nix-eval.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v6.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/nix-eval.yml,unpinned_action,P1,Accion no fijada por SHA: nixbuild/nix-quick-install-action@v34.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
opencode,.github/workflows/nix-hashes.yml,secrets_in_workflow,P1,El workflow referencia secrets.*.,Separar workflows con secretos de validaciones de PR y usar environments protegidos.
opencode,.github/workflows/nix-hashes.yml,write_permission,P1,El workflow declara contents: write.,Justificar el permiso y limitarlo al job que lo necesita.
